the_geom,cartodb_id,objectid,angle,site_id,status,type,street,xstreet1,xstreet2,side,source_cartodb_id,target_cartodb_id,closest_dist
0101000020E610000064ADBA5A997B52C0E3CB8E511B664440,1754,1717,119,UM-100,Pending Sign,Type B,E 120 Street,Pleasant Avenue,Paladino Avenue,N,1754,564,338.25966483
0101000020E61000008535CF27737752C01B477AB851704440,1755,1261,111.17,NX-005,Installed,Type B,E Gun Hill Road,Duncomb Avenue,White Plains Road,N,1755,442,2331.59928118
0101000020E6100000578B1DBBF97B52C06903EED879694440,1756,3446,28.8967,UM-156,Pending Sign,Type B,Adam Clayton Powell Jr Boulevard,W 149 Street,W 148 Street,E,1756,847,136.72611188
0101000020E6100000AD62BA13007C52C04A44D9BE936C4440,1757,1203,119,UM-022,Installed,Type B,W 178 Street,Broadway,Wadsworth Avenue,S,1757,415,224.07211943
0101000020E61000008535CF27737752C01B477AB851704440,1758,1261,111.17,NX-005,Installed,Type B,E Gun Hill Road,Duncomb Avenue,White Plains Road,N,1758,442,3823.84726915
0101000020E610000085D3816AA37D52C0D9EEAF855A594440,1759,927,75,DB-009,Installed,Type A,Flushing Avenue,Williamsburg Street West,Steuben Street,N,1759,289,336.56075379
0101000020E6100000716D58D5C27852C0DF02ED67515F4440,1760,2897,119,QWH-003,Installed,Type D,Broadway,78 Street,79 Street,S,1760,700,27.62463214
0101000020E61000009FA0EA99877A52C00986232C126C4440,1761,1465,119,SX-062,Installed,Type B,E Mount Eden Avenue,Jerome Avenue,Townsend Avenue,N,1761,513,570.1851679
0101000020E610000055859706217F52C04B97ABA094614440,1762,382,119,MT-040,Installed,Type B,W 50 Street,8 Avenue,9 Avenue,S,1762,147,442.51641435
0101000020E61000001CD83716757A52C0A7F010A077694440,1763,2140,111.33,X6-015,Installed,Type D,E 161 Street,Melrose Avenue,Elton Avenue,S,1763,623,304.30227769
0101000020E6100000AE7332F5537C52C04DBA51E6666A4440,1764,2127,119,X6-005,Installed,Type D,W 155 Street,Amsterdam Avenue,St. Nicholas Avenue,S,1764,620,47.34178416
0101000020E6100000255508F8B47A52C00A3D9AA1B1624440,1765,824,313,M60-024,Removed Sign/Footing (Temporary),Type D,Hoyt Avenue North,31 Street,29 Street,N,1765,265,748.47840506
0101000020E61000002D30502AD77952C0B2A66183C7564440,1766,1320,273.98,BV-002,Sign Held,Type D,Fulton Street,Van Sinderen Avenue,Sackman Street,N,1766,454,877.09380438
0101000020E6100000255508F8B47A52C00A3D9AA1B1624440,1767,824,313,M60-024,Removed Sign/Footing (Temporary),Type D,Hoyt Avenue North,31 Street,29 Street,N,1767,265,949.82810277
0101000020E61000000F900BF6877F52C09B0A6F524D584440,1768,3257,110,DB-078,Pending Sign,Type B,Atlantic Avenue,Court Street,Clinton Street,N,1768,832,98.30613905
0101000020E6100000716D58D5C27852C0DF02ED67515F4440,1769,2897,119,QWH-003,Installed,Type D,Broadway,78 Street,79 Street,S,1769,700,2134.82724571
0101000020E61000008D77434AF97952C0E963BE419D594440,1770,1869,79,RD-004,Installed,Type B,Myrtle Avenue,Cornelia Street,Cypress Avenue,S,1770,610,1121.08308149
0101000020E61000002509B70DB37E52C09C06961A54644440,1771,2703,119,UW-039,Installed,Type B,W 79 Street,Broadway,Amsterdam Avenue,N,1771,679,221.73878227
0101000020E610000077D3D3FCA27952C0CD5AAA38916C4440,1772,791,23,X41-006,Pending Sign,Type D,Webster Avenue,E Tremont Avenue,E 178 Street,E,1772,247,279.24865695
0101000020E6100000B37E417E5C8052C09A0D1139DF5C4440,1773,1411,7.63,LM-181,Installed,Type B,Varick Street,Spring Street,Dominick Street,E,1773,486,116.93396005
0101000020E610000016503F73C57A52C0F8F069C195554440,1774,1301,78.08,BV-001,Pending Sign,Type B,Pitkin Avenue,Grafton Street,Legion Street,N,1774,449,697.81985946
0101000020E61000005DE23EE0487952C02B335357DE524440,1775,3093,229.5,B82-026,Sign Held,Type D,Flatlands Avenue,E 105 Street,E 103 Street,N,1775,772,25.09625658
0101000020E610000062505FE0AB7D52C0E0F0AF58C7664440,1776,1280,119,UW-019,Installed,Type B,W 110 Street,Amsterdam Avenue,Columbus Avenue,N,1776,446,373.14012142
0101000020E61000008019DBB3BF7C52C091714A856A634440,1777,1396,119,M86-023,Installed,Type D,E 86 Street,1 Avenue,York Avenue,S,1777,478,20.88111214
0101000020E61000004880E0632C7D52C0A07EDDF1685B4440,1778,448,97.76,NR-007,Installed,Type B,Metropolitan Avenue,Havemeyer Street,Marcy Avenue,N,1778,161,73.49724119
0101000020E610000038611B22C07A52C0AA589C436B684440,1779,787,52,X41-001,Sign Held,Type D,3 Avenue,E 149 Street,Willis Avenue,E,1779,244,2.45701751
0101000020E61000008617D12C9E7252C0AF8B55F9755A4440,1780,1470,68.8,JM-026,Installed,Type B,Jamaica Avenue,169 Street,168 Place,S,1780,517,3981.77500919
0101000020E6100000E2A6AB3E247C52C0D4D50BCEF06A4440,1781,1211,170.59,UM-030,Installed,Type B,St. Nicholas Avenue,W 162 Street,W 161 Street,W,1781,419,172.41195924
0101000020E61000002846BD09087952C0D9FE18BE03694440,1782,2149,135.58,X6-024,Installed,Type D,Hunts Point Avenue,Bruckner Boulevard,Southern Boulevard,W,1782,627,1167.12299426
0101000020E6100000B06A065DD77C52C0EFEC7EA1B14A4440,1783,2610,82.11,CI-019,Installed,Type B,Emmons Avenue,Sheepshead Bay Road,E 16 St,N,1783,659,453.56469108
0101000020E6100000A14B898EB27E52C02189BD9F56524440,1784,2112,172.08,FB-010,Installed,Type B,McDonald Avenue,Church Avenue,Albemarle Road,W,1784,616,78.84642442
0101000020E6100000A5F7F4B7567452C08AECBC32ED4A4440,1785,2887,58.47,QWH-032,Installed,Type D,Rockaway Beach Boulevard,Beach 95 Street,Beach 96 Street,S,1785,696,58.58534804
0101000020E610000095A5A7726E8052C064D0DE1EEC534440,1786,1484,127.88,SB-030,Pending Sign,Type B,36 Street,3 Avenue,2 Avenue,S,1786,518,1374.49036376
0101000020E6100000A7790EF05B8052C0E6BC5CE2DE5E4440,1787,3720,119,GV-033,Pending Sign,Type B,W 14 Street,9 Avenue,Washingtson Street,N,1787,850,167.07998181
0101000020E610000098BC0FC0158552C034A62158F74F4440,1788,1791,67.59,NS-018,Installed,Type B,Broad Street,Tompkins Avenue,Quinn Street,N,1788,573,5558.68950712
0101000020E6100000FDBA5CA78D7C52C038A329EE71674440,1789,817,299,M60-028,Installed,Type D,W 125 Street,Lenox Avenue,Adam Clayton Powell Boulevard,N,1789,261,30.5719643
0101000020E6100000075E229BFE7B52C0103FBB26EF664440,1790,1238,29,UM-056,Installed,Type B,Lexington Avenue,E 125 Street,E 124 Street,E,1790,427,435.18607209
0101000020E610000035409B07C07252C048656181F05A4440,1791,1382,155.92,JM-017,Installed,Type A,169 Street,Hillside Avenue,88 Avenue,W,1791,472,1516.02558682
0101000020E6100000EAED81F0537E52C069E38B9D355F4440,1792,1868,119,MT-221,Installed,Type B,E 34 Street,1 Avenue,2 Avenue,S,1792,609,112.2863594
0101000020E61000008C46A1CA997D52C00BD693A760514440,1793,531,171.6,NR-090,Installed,Type B,E 16 Street,Newkirk Avenue,Foster Avenue,W,1793,193,145.77815824
0101000020E610000033E7813B747C52C0CD9BAB21CF4E4440,1794,168,351.75,B44-020,Installed,Type D,Nostrand Avenue,Kings Highway,Marine Parkway,E,1794,98,56.33189622
0101000020E6100000E9A43423797B52C0A7418C219B574440,1795,1449,351.4,B46-023,Installed,Type D,Malcolm X Boulevard,Halsey Street,Hancock Street,E,1795,510,558.59970394
0101000020E61000005004082C8D7B52C034BB88D562534440,1796,1438,175.4,B46-008,Pending Sign,Type D,Utica Avenue,Church Avenue,Snyder Avenue,W,1796,499,142.85469866
0101000020E610000016503F73C57A52C0F8F069C195554440,1797,1301,78.08,BV-001,Pending Sign,Type B,Pitkin Avenue,Grafton Street,Legion Street,N,1797,449,1385.83572536
0101000020E6100000DD5606AC547652C039B556B1EE664440,1798,3146,349,CP-001,Installed,Custom,Soundview Avenue,Shorehaven Greenway,,S,1798,804,3427.94014714
0101000020E6100000C9DDC239737C52C015C48178DF4E4440,1799,3083,45.63,B82-010,Sign Held,Type D,Kings Highway,Nostrand Avenue,E 32 Street,S,1799,767,473.78169766
0101000020E61000006DB5A479E37852C07229A0AA71604440,1800,2687,172,JH-023,Installed,Type B,78 Street,34 Avenue,Northern Boulevard,W,1800,677,537.76739125
0101000020E6100000053C0340C07B52C0177A28EDB16C4440,1801,984,119,UM-001,Installed,Type A,W 181 Street,St. Nicholas Avenue,Audubon Avenue,S,1801,307,16.21688246
0101000020E6100000935823D2297D52C07EC42C66AB4C4440,1802,565,81.58,NR-124,Installed,Type B,Avenue U,E 16 Street,E 15 Street,N,1802,200,744.11652232
0101000020E6100000FA226A0A237852C0D7DC4F5C7E6F4440,1803,806,233.52,X41-014,Pending Sign,Type D,Webster Avenue,E 204 Street,E Mosholu Parkway North,W,1803,255,999.55770292
0101000020E6100000D6E5794A4F7F52C006C3F9AF994D4440,1804,3078,38.4,B82-004,Pending Sign,Type D,Bay Parkway,78 Street,79 Street,E,1804,763,715.08672466
0101000020E6100000D4D5A261A07E52C0F24F2C3B86574440,1805,1002,27,DB-013,Installed,Type B,4 Avenue,Pacific Street,Atlantic Avenue,E,1805,311,55.06821234
0101000020E6100000FA226A0A237852C0D7DC4F5C7E6F4440,1806,806,233.52,X41-014,Pending Sign,Type D,Webster Avenue,E 204 Street,E Mosholu Parkway North,W,1806,255,1234.13791628
0101000020E6100000930ACC0CCE7C52C00BCBDE631A544440,1807,541,85.33,NR-100,Installed,Type B,Winthrop Street,Nostrand Avenue,New York Avenue,S,1807,195,319.80539885
0101000020E6100000E73E1BA6807E52C0D162A1B372504440,1808,2118,170.93,MW-002,Installed,Type B,McDonald Avenue,Parkville Avenue,Lawrence Avenue,E,1808,618,1260.36587506
0101000020E6100000D6E5794A4F7F52C006C3F9AF994D4440,1809,3078,38.4,B82-004,Pending Sign,Type D,Bay Parkway,78 Street,79 Street,E,1809,763,674.21436388
0101000020E610000070E22B6D587152C0F111E5E9B9614440,1810,2921,158.53,BA-003,Installed,Type A,Bell Boulevard,41 Avenue,41 Road,W,1810,721,160.59486275
0101000020E6100000BEF8FA6DE17A52C029D644321F6F4440,1811,1190,69.42,UM-008,Installed,Type B,Broadway,Isham Street,W 207 Street,W,1811,404,26.8215637
0101000020E6100000478B8BEE777C52C0931D8C3A58674440,1812,816,119,M60-006,Installed,Type D,W 125 Street,Lenox Avenue,5 Avenue,S,1812,260,560.29029804
0101000020E6100000E55B2678337352C0E65D2470035A4440,1813,1368,166.5,JM-009,Installed,Type B,Parsons Boulevard,Jamaica Avenue,Archer Avenue,E,1813,469,3641.2447754
0101000020E6100000E55B2678337352C0E65D2470035A4440,1814,1368,166.5,JM-009,Installed,Type B,Parsons Boulevard,Jamaica Avenue,Archer Avenue,E,1814,469,1184.9720232
0101000020E61000008617D12C9E7252C0AF8B55F9755A4440,1815,1470,68.8,JM-026,Installed,Type B,Jamaica Avenue,169 Street,168 Place,S,1815,517,5608.404811
0101000020E6100000E9ABC3324F7452C0B0107A0EEB594440,1816,2377,89.5,JM-032,Installed,Type B,Jamaica Avenue,Metropolitan Avenue,Van Wyck Expressway,N,1816,637,1259.3144925
0101000020E61000003227AD67997B52C0A49D49B1C1584440,1817,1426,171.4,B46-001,Installed,Type D,Malcolm X Boulevard,DeKalb Avenue,Kosciuszko Street,W,1817,488,909.36601982
0101000020E610000029BEBFC6C87E52C052B51669A4494440,1818,1817,174.54,CI-010,Installed,Type B,Stillwell Avenue,Surf Avenue,Bowery,E,1818,582,192.72277123
0101000020E61000003AE66F89C37752C0D048902BD85D4440,1819,2903,93.86,QWH-006,Installed,Type D,Hoffman Drive,Woodhaven Boulevard,58 Avenue,S,1819,705,704.25890829
0101000020E6100000C0F8BE42217A52C06CF512DF74684440,1820,2857,75.43,SX-088,Installed,Type B,Westchester Avenue,Jackson Avenue,Trinity Avenue,N,1820,683,335.71034713
0101000020E6100000EFC905DA647D52C02AB1FC93C35A4440,1821,153,25.69,B44-001,Pending Sign,Type C,Havemeyer Street,Broadway,S 5 Street,W,1821,89,16.92299939
0101000020E61000006DB5A479E37852C07229A0AA71604440,1822,2687,172,JH-023,Installed,Type B,78 Street,34 Avenue,Northern Boulevard,W,1822,677,610.36042662
0101000020E610000080C0AF18738752C0452C69C982504440,1823,2696,91.26,NS-033,Installed,Type B,Forest Avenue,Broadway,Elizabeth Street,N,1823,678,6396.91956263
0101000020E610000003208AF3397A52C00DEBB5FFE96F4440,1824,1485,45.98,KB-001,Pending Sign,Type B,Broadway,W 225 Street,W 225 Street,E,1824,519,1153.2174558
0101000020E6100000935823D2297D52C07EC42C66AB4C4440,1825,565,81.58,NR-124,Installed,Type B,Avenue U,E 16 Street,E 15 Street,N,1825,200,373.44679772
0101000020E6100000D0CA518FF07E52C0C0A8639B995E4440,1826,1836,299,M23-006,Installed,Type D,E 23 Street,3 Avenue,Lexington Avenue,N,1826,591,232.99418757
0101000020E61000001EBB0E3EF57B52C091435D31F1664440,1827,1239,119,UM-057,Removed Sign/Footing (Permanent),Type B,E 125 Street,Lexington Avenue,3 Avenue,N,1827,428,108.60603957
0101000020E61000002F91D52DF17B52C05D0F3AD0256B4440,1828,1209,19.22,UM-028,Installed,Type A,Edgecombe Avenue,W 165 Street,W 164 Street,E,1828,418,207.84466271
0101000020E6100000EE904458047D52C01C4BDDC434574440,1829,10,351.35,B44-006,Installed,Type D,Bedford Avenue,Fulton Street,Halsey Street,E,1829,9,34.88590032
0101000020E6100000B596FF32D17752C017FAAD1575564440,1830,3540,258.83,EB-038,Pending Sign,Type B,Pitkin Avenue,Euclid Avenue,Doscher Street,N,1830,849,696.84180201
0101000020E610000095A5A7726E8052C064D0DE1EEC534440,1831,1484,127.88,SB-030,Pending Sign,Type B,36 Street,3 Avenue,2 Avenue,S,1831,518,1674.60696089
0101000020E6100000D6E5794A4F7F52C006C3F9AF994D4440,1832,3078,38.4,B82-004,Pending Sign,Type D,Bay Parkway,78 Street,79 Street,E,1832,763,13.0339148
0101000020E6100000935823D2297D52C07EC42C66AB4C4440,1833,565,81.58,NR-124,Installed,Type B,Avenue U,E 16 Street,E 15 Street,N,1833,200,676.29297823
0101000020E6100000A7FBB8B4957952C0CFD0EB09AC594440,1834,1019,90,RD-003,Installed,Type B,Myrtle Avenue,Forest Avenue,71 Avenue,N,1834,316,1797.74114883
0101000020E61000009CD099748B7D52C03F6DBC08D9534440,1835,1359,63,HB-055,Installed,Type B,Parkside Avenue,Ocean Avenue,Parkside Court,N,1835,465,55.36455925
0101000020E61000006071D96F857E52C072DF8499BD504440,1836,2117,58.08,MW-001,Installed,Type B,18 Avenue,McDonald Avenue,Seton Place,S,1836,617,1644.05302397
0101000020E61000008C46A1CA997D52C00BD693A760514440,1837,531,171.6,NR-090,Installed,Type B,E 16 Street,Newkirk Avenue,Foster Avenue,W,1837,193,319.02292876
0101000020E6100000088A4F1E857752C0E864BF48E06A4440,1838,1542,111.23,Q44-033,Installed,Type D,Cross Bronx Expressway,Beach Avenue,St. Lawrence Avenue,S,1838,541,842.87475164
0101000020E610000016503F73C57A52C0F8F069C195554440,1839,1301,78.08,BV-001,Pending Sign,Type B,Pitkin Avenue,Grafton Street,Legion Street,N,1839,449,1080.6182629
0101000020E6100000B596FF32D17752C017FAAD1575564440,1840,3540,258.83,EB-038,Pending Sign,Type B,Pitkin Avenue,Euclid Avenue,Doscher Street,N,1840,849,936.40282508
0101000020E61000008535CF27737752C01B477AB851704440,1841,1261,111.17,NX-005,Installed,Type B,E Gun Hill Road,Duncomb Avenue,White Plains Road,N,1841,442,2769.85754691
0101000020E61000002B9C529B5A8252C099A27E96CC514440,1842,2947,112.34,BR-074,Installed,Custom,Bay Ridge Avenue,Shore Road,Ferry Terminal,E,1842,730,1891.36291307
0101000020E61000009EC0DA2F1D8052C0B6A35E3AA0584440,1843,2951,109.77,SB-069,Installed,Custom,BBP Pier 6,,,E,1843,732,455.55344931
0101000020E610000070E22B6D587152C0F111E5E9B9614440,1844,2921,158.53,BA-003,Installed,Type A,Bell Boulevard,41 Avenue,41 Road,W,1844,721,512.68904142
0101000020E61000004577828FFA7D52C06398438F43664440,1845,3063,28.15,UW-053,Installed,Type B,Broadway,W 103 Street,W 102 Street,E,1845,758,563.05430984
0101000020E6100000A6B36D7E867F52C0169E0D4F2B5C4440,1846,1899,111.4,LM-191,Installed,Type B,Delancey Street,Chrystie Street,Forsyth Street,N,1846,612,143.5576544
0101000020E6100000CFC3164AF27C52C0EDC30307DA624440,1847,2654,299,M79-003,Installed,Type D,E 79 Street,1 Avenue,York Avenue,N,1847,667,144.74829723
0101000020E610000016503F73C57A52C0F8F069C195554440,1848,1301,78.08,BV-001,Pending Sign,Type B,Pitkin Avenue,Grafton Street,Legion Street,N,1848,449,1116.5744568
0101000020E6100000A98F47771D7752C0FBD7312DB66A4440,1849,1539,253.49,Q44-027,Installed,Type D,Hugh J. Grant Circle,Virginia Avenue,Metropolitan Avenue,N,1849,539,2811.03202529
0101000020E61000006DB5A479E37852C07229A0AA71604440,1850,2687,172,JH-023,Installed,Type B,78 Street,34 Avenue,Northern Boulevard,W,1850,677,532.03552974
0101000020E6100000FE0E1471CE7952C05C9FA42D765F4440,1851,2920,19.55,WO-008,Installed,Type B,61 Street,Roosevelt Avenue,39 Avenue,E,1851,720,1323.50849139
0101000020E610000076618CAD867852C0DB24A51549554440,1852,1018,79.44,EB-001,Installed,Type B,Livonia Avenue,Ashford Street,Warwick Street,S,1852,315,983.20622926
0101000020E610000016A60089407952C0254D442A5A6E4440,1853,954,98.97,FR-005,Installed,Type B,E Fordham Road,E Kingsbridge Road,Valentine Avenue,N,1853,299,220.97809775
0101000020E6100000FE0E1471CE7952C05C9FA42D765F4440,1854,2920,19.55,WO-008,Installed,Type B,61 Street,Roosevelt Avenue,39 Avenue,E,1854,720,1385.30148579
0101000020E610000097F5F907307A52C04FB5399C7C694440,1855,2142,113.25,X6-017,Installed,Type D,E 163 Street,3 Avenue,Elton Avenue,S,1855,624,53.60891372
0101000020E61000003E0705B5677652C000A222E655584440,1856,2914,335.23,QWH-047,Installed,Type D,Woodhaven Boulevard,91 Avenue,90 Avenue,E,1856,716,1404.41999503
0101000020E6100000A14B898EB27E52C02189BD9F56524440,1857,2112,172.08,FB-010,Installed,Type B,McDonald Avenue,Church Avenue,Albemarle Road,W,1857,616,1175.07585314
0101000020E6100000B30C1144CE7C52C09679844DD5534440,1858,17,175.5,B44-011,Installed,Type D,Nostrand Avenue,Clarkson Avenue,Lenox Road,W,1858,14,523.25955628
0101000020E61000007726CA6DB47852C088637F9A4D684440,1859,2165,321.93,X6-039,Installed,Type D,Hunts Point Avenue,Spofford Avenue,Faile Street,E,1859,628,738.89539494
0101000020E61000008EF8938EC08052C05F01E005635B4440,1860,1110,11.64,LM-161,Installed,Type B,Greenwich Street,Barclay Street,Park Place,W,1860,352,59.31603955
0101000020E6100000AE7332F5537C52C04DBA51E6666A4440,1861,2127,119,X6-005,Installed,Type D,W 155 Street,Amsterdam Avenue,St. Nicholas Avenue,S,1861,620,157.80818954
0101000020E610000024AE29694A7C52C0505167BDE04C4440,1862,170,171.75,B44-021,Installed,Type D,Nostrand Avenue,Avenue U,Avenue T,W,1862,100,61.97607067
0101000020E6100000366DF958127B52C0E6FB05949E684440,1863,1043,108.58,SX-030,Installed,Type B,E 149 Street,Morris Avenue,Park Avenue,S,1863,329,267.54972685
0101000020E6100000E9ABC3324F7452C0B0107A0EEB594440,1864,2377,89.5,JM-032,Installed,Type B,Jamaica Avenue,Metropolitan Avenue,Van Wyck Expressway,N,1864,637,1310.67428254
0101000020E61000001F19530D2C7F52C0F8FFF8789C584440,1865,3230,92,DB-076,Installed,Type B,Willoughby Street,Jay Street,Lawrence Street,N,1865,828,346.3254912
0101000020E61000005004082C8D7B52C034BB88D562534440,1866,1438,175.4,B46-008,Pending Sign,Type D,Utica Avenue,Church Avenue,Snyder Avenue,W,1866,499,787.10172665
0101000020E6100000CFE825A3A47D52C053CDD3FF6E564440,1867,22,172,HB-041,Installed,Type B,Washington Avenue,Grand Avenue,Sterling Place,E,1867,17,57.39262602
0101000020E6100000EFC905DA647D52C02AB1FC93C35A4440,1868,153,25.69,B44-001,Pending Sign,Type C,Havemeyer Street,Broadway,S 5 Street,W,1868,89,16.92299939
0101000020E6100000033CD31AF07E52C0FD5891BFB7624440,1869,2708,29,UW-044,Installed,Type B,Columbus Avenue,W 62 Street,W 63 Street,W,1869,680,26.4979733
0101000020E6100000E934C2A93A7E52C0CEF8FD9DB1564440,1870,884,15,NF-008,Installed,Type B,Carlton Avenue,Flatbush Avenue,Park Place,W,1870,281,436.30307916
0101000020E6100000C260019D457E52C07D5E09158B654440,1871,1272,29,UW-011,Installed,Type B,Broadway,W 94 Street,W 93 Street,W,1871,443,377.57056513
0101000020E6100000C260019D457E52C07D5E09158B654440,1872,1272,29,UW-011,Installed,Type B,Broadway,W 94 Street,W 93 Street,W,1872,443,377.57056513
0101000020E6100000A7FBB8B4957952C0CFD0EB09AC594440,1873,1019,90,RD-003,Installed,Type B,Myrtle Avenue,Forest Avenue,71 Avenue,N,1873,316,2462.62466384
0101000020E61000002D30502AD77952C0B2A66183C7564440,1874,1320,273.98,BV-002,Sign Held,Type D,Fulton Street,Van Sinderen Avenue,Sackman Street,N,1874,454,655.03528245
0101000020E6100000B7422B8CAC7C52C0D91796A98E674440,1875,2651,29,UM-138,Pending Sign,Type B,Adam Clayton Powell Jr Boulevard,W 125 Street,W 126 Street,E,1875,665,157.77302493
0101000020E610000024AE29694A7C52C0505167BDE04C4440,1876,170,171.75,B44-021,Installed,Type D,Nostrand Avenue,Avenue U,Avenue T,W,1876,100,542.35704529
0101000020E6100000D95B4AF9487F52C0F4F757A1DC5E4440,1877,1841,119,M23-026,Installed,Type D,E 23 Street,Broadway,Madison Avenue,S,1877,593,127.92079713
0101000020E61000008617D12C9E7252C0AF8B55F9755A4440,1878,1470,68.8,JM-026,Installed,Type B,Jamaica Avenue,169 Street,168 Place,S,1878,517,1914.42386751
0101000020E610000042C3DA83897D52C0606B5534A3504440,1879,560,81.68,NR-119,Installed,Type A,Avenue H,E 15 Street,E 16 Street,S,1879,198,543.08149801
0101000020E6100000731CE9CE8D7852C0F23B2201B15F4440,1880,1022,81.6,JH-003,Installed,Type A,Roosevelt Avenue,82 Street,83 Street,N,1880,317,399.46321233
0101000020E610000097F5F907307A52C04FB5399C7C694440,1881,2142,113.25,X6-017,Installed,Type D,E 163 Street,3 Avenue,Elton Avenue,S,1881,624,275.5177179
